loan_id,borrower_id,disbursement_date,loan_amount_kes,loan_term_months,interest_rate,product_type,loan_officer_id,disbursement_channel
LN200997,BOR100738,2026-01-29,57000.0,6,0.188,Invoice Discounting,LO009,Mobile App
LN200998,BOR100739,2026-07-19,86000.0,12,0.129,Working Capital,LO022,Branch
LN200999,BOR100740,2025-10-31,66000.0,3,0.207,Asset Finance,LO016,Mobile App
LN201000,BOR100740,2026-03-27,203000.0,3,0.217,Working Capital,LO023,Mobile App
LN201001,BOR100741,2026-05-02,90000.0,6,0.191,Invoice Discounting,LO017,Mobile App
LN201002,BOR100742,2025-07-20,215000.0,12,0.133,Working Capital,LO024,Mobile App
LN201003,BOR100743,2026-02-11,134000.0,9,0.222,Invoice Discounting,LO021,Mobile App
LN201004,BOR100744,2025-11-11,57000.0,6,0.208,Working Capital,LO005,Branch
LN201005,BOR100745,2025-09-13,81000.0,6,0.217,Invoice Discounting,LO021,Mobile App
LN201006,BOR100745,2026-07-09,54000.0,9,0.212,Asset Finance,LO006,Mobile App
LN201007,BOR100746,2026-06-25,20000.0,12,0.134,Invoice Discounting,LO022,Mobile App
LN201008,BOR100747,2025-05-17,108000.0,9,0.153,Invoice Discounting,LO006,Mobile App
LN201009,BOR100748,2026-03-09,41000.0,12,0.151,Working Capital,LO018,Partner Referral
LN201010,BOR100749,2026-04-01,20000.0,6,0.12,Asset Finance,LO003,Mobile App
LN201011,BOR100750,2025-05-04,38000.0,12,0.16,Asset Finance,LO006,Mobile App
LN201012,BOR100751,2025-12-09,52000.0,6,0.201,Asset Finance,LO006,Partner Referral
LN201013,BOR100752,2025-09-10,362000.0,6,0.201,Invoice Discounting,LO006,Branch
LN201014,BOR100753,2026-03-24,40000.0,6,0.205,Working Capital,LO004,Partner Referral
LN201015,BOR100754,2025-08-07,41000.0,6,0.191,Working Capital,LO019,Mobile App
LN201016,BOR100754,2026-04-26,51000.0,6,0.171,Working Capital,LO019,Branch
LN201018,BOR100755,2026-03-24,257000.0,6,0.137,Asset Finance,LO006,Partner Referral
LN201019,BOR100756,2025-01-14,326000.0,6,0.199,Working Capital,LO011,Branch
LN201020,BOR100756,2026-06-19,236000.0,9,0.197,Working Capital,LO004,Branch
LN201021,BOR100757,2025-10-02,91000.0,6,0.181,Working Capital,LO021,Mobile App
LN201022,BOR100758,2025-07-30,91000.0,18,0.221,Invoice Discounting,LO025,Mobile App
LN201023,BOR100759,2025-04-26,199000.0,3,0.144,Asset Finance,LO016,Mobile App
LN201024,BOR100760,2025-06-02,28000.0,6,0.218,Asset Finance,LO025,Branch
LN201025,BOR100760,2026-05-29,20000.0,3,0.182,Working Capital,LO006,Mobile App
LN201026,BOR100761,2026-03-28,20000.0,3,0.162,Asset Finance,LO017,Partner Referral
LN201027,BOR100762,2026-04-17,131000.0,9,0.131,Asset Finance,LO008,Branch
LN201029,BOR100763,2025-12-09,275000.0,3,0.203,Working Capital,LO012,Mobile App
LN201030,BOR100764,2026-02-09,38000.0,18,0.22,Working Capital,LO023,Partner Referral
LN201032,BOR100765,2026-05-25,96000.0,9,0.239,Asset Finance,LO010,Mobile App
LN201034,BOR100766,2025-08-27,166000.0,3,0.211,Working Capital,LO001,Mobile App
LN201035,BOR100766,2026-06-28,265000.0,9,0.235,Asset Finance,LO016,Mobile App
LN201036,BOR100767,2025-05-04,197000.0,6,0.138,Working Capital,LO015,Partner Referral
LN201037,BOR100768,2025-09-13,43000.0,3,0.165,Asset Finance,LO015,Branch
LN201038,BOR100769,2026-05-23,36000.0,3,0.161,Working Capital,LO017,Mobile App
LN201039,BOR100770,2026-03-19,442000.0,9,0.197,Working Capital,LO002,Mobile App
LN201040,BOR100770,2026-07-06,215000.0,12,0.206,Working Capital,LO025,Branch
LN201041,BOR100771,2025-12-28,34000.0,9,0.161,Asset Finance,LO018,Mobile App
LN201042,BOR100772,2025-04-07,264000.0,9,0.201,Working Capital,LO008,Branch
LN201043,BOR100772,2025-11-05,321000.0,12,0.176,Working Capital,LO013,Partner Referral
LN201044,BOR100773,2025-01-03,32000.0,9,0.126,Asset Finance,LO013,Mobile App
LN201045,BOR100773,2026-04-16,58000.0,12,0.203,Working Capital,LO018,Mobile App
LN201047,BOR100774,2026-06-24,67000.0,3,0.19,Working Capital,LO007,Mobile App
LN201048,BOR100775,2025-12-16,97000.0,18,0.122,Working Capital,LO022,Partner Referral
LN201049,BOR100776,2026-06-24,49000.0,6,0.212,Working Capital,LO016,Branch
LN201051,BOR100777,2025-04-12,41000.0,6,0.227,Working Capital,LO005,Mobile App
LN201052,BOR100778,2025-05-19,125000.0,9,0.234,Working Capital,LO025,Partner Referral
LN201053,BOR100779,2026-07-30,161000.0,9,0.214,Working Capital,LO021,Mobile App
LN201055,BOR100780,2025-05-10,91000.0,3,0.165,Asset Finance,LO016,Branch
LN201056,BOR100781,2025-04-15,147000.0,9,0.191,Asset Finance,LO002,Partner Referral
LN201057,BOR100782,2026-05-28,202000.0,3,0.121,Invoice Discounting,LO010,Mobile App
LN201058,BOR100783,2025-07-15,29000.0,3,0.161,Asset Finance,LO015,Mobile App
LN201059,BOR100784,2026-04-17,157000.0,6,0.154,Working Capital,LO024,Mobile App
LN201060,BOR100785,2025-05-08,199000.0,6,0.227,Invoice Discounting,LO016,Partner Referral
LN201061,BOR100785,2026-07-06,245000.0,18,0.215,Working Capital,LO016,Partner Referral
LN201062,BOR100786,2026-01-21,789000.0,9,0.21,Asset Finance,LO023,Mobile App
LN201063,BOR100787,2025-04-21,108000.0,9,0.215,Asset Finance,LO008,Mobile App
LN201064,BOR100788,2025-12-11,107000.0,9,0.24,Invoice Discounting,LO013,Branch
LN201065,BOR100789,2025-07-27,115000.0,3,0.142,Working Capital,LO010,Mobile App
LN201066,BOR100790,2025-12-31,254000.0,6,0.173,Working Capital,LO009,Partner Referral
LN201067,BOR100791,2025-02-17,36000.0,12,0.212,Asset Finance,LO011,Mobile App
LN201068,BOR100791,2025-11-14,47000.0,3,0.133,Asset Finance,LO005,Branch
LN201069,BOR100792,2026-05-20,49000.0,12,0.233,Working Capital,LO013,Mobile App
LN201070,BOR100793,2026-07-31,99000.0,6,0.226,Working Capital,LO007,Branch
LN201071,BOR100794,2025-12-11,41000.0,3,0.133,Working Capital,LO012,Mobile App
LN201072,BOR100795,2026-06-12,107000.0,6,0.163,Invoice Discounting,LO017,Mobile App
LN201074,BOR100796,2026-04-11,121000.0,12,0.182,Working Capital,LO016,Mobile App
LN201075,BOR100797,2025-07-24,132000.0,6,0.229,Working Capital,LO003,Mobile App
LN201076,BOR100797,2026-06-04,88000.0,12,0.167,Working Capital,LO024,Mobile App
LN201078,BOR100798,2026-08-01,46000.0,3,0.174,Asset Finance,LO016,Mobile App
LN201080,BOR100799,2025-11-05,22000.0,6,0.181,Invoice Discounting,LO016,Mobile App
LN201081,BOR100800,2025-09-05,38000.0,6,0.181,Working Capital,LO020,Branch
LN201082,BOR100801,2026-07-15,63000.0,12,0.126,Working Capital,LO015,Mobile App
LN201084,BOR100802,2026-02-10,50000.0,6,0.181,Working Capital,LO015,Mobile App
LN201085,BOR100803,2025-03-23,73000.0,9,0.229,Invoice Discounting,LO025,Branch
LN201086,BOR100804,2025-08-13,59000.0,9,0.159,Asset Finance,LO006,Mobile App
LN201087,BOR100805,2025-09-10,76000.0,9,0.139,Working Capital,LO013,Mobile App
LN201088,BOR100805,2026-01-16,98000.0,6,0.135,Invoice Discounting,LO014,Mobile App
LN201089,BOR100805,2026-07-28,74000.0,6,0.226,Invoice Discounting,LO005,Branch
LN201090,BOR100806,2026-03-20,57000.0,9,0.149,Working Capital,LO016,Mobile App
LN201091,BOR100807,2025-06-19,37000.0,6,0.224,Working Capital,LO012,Mobile App
LN201092,BOR100808,2025-12-19,283000.0,9,0.197,Working Capital,LO002,Mobile App
LN201093,BOR100809,2026-02-08,143000.0,6,0.208,Working Capital,LO008,Branch
LN201094,BOR100810,2025-04-07,46000.0,9,0.161,Working Capital,LO016,Branch
LN201095,BOR100811,2025-08-15,100000.0,18,0.156,Invoice Discounting,LO004,Mobile App
LN201096,BOR100812,2026-01-19,57000.0,3,0.216,Working Capital,LO006,Branch
LN201098,BOR100813,2025-08-30,106000.0,12,0.197,Invoice Discounting,LO019,Partner Referral
LN201099,BOR100814,2026-07-02,200000.0,6,0.144,Working Capital,LO010,Branch
LN201100,BOR100815,2025-09-16,66000.0,6,0.132,Invoice Discounting,LO023,Partner Referral
LN201101,BOR100816,2025-10-28,118000.0,3,0.141,Invoice Discounting,LO003,Branch
LN201102,BOR100816,2026-02-18,164000.0,6,0.153,Working Capital,LO009,Branch
LN201103,BOR100817,2025-12-21,37000.0,9,0.16,Working Capital,LO011,Partner Referral
LN201104,BOR100817,2026-07-14,33000.0,6,0.232,Working Capital,LO009,Branch
LN201105,BOR100818,2026-07-27,64000.0,3,0.134,Working Capital,LO010,Branch
LN201106,BOR100819,2025-11-27,93000.0,3,0.138,Working Capital,LO003,Mobile App
LN201107,BOR100820,2026-01-02,94000.0,12,0.229,Invoice Discounting,LO019,Branch
LN201108,BOR100821,2025-01-22,196000.0,6,0.216,Working Capital,LO011,Mobile App
LN201109,BOR100822,2026-06-21,49000.0,3,0.161,Working Capital,LO022,Partner Referral
LN201110,BOR100823,2025-08-13,147000.0,9,0.128,Working Capital,LO019,Mobile App
LN201111,BOR100824,2026-02-22,96000.0,9,0.231,Invoice Discounting,LO013,Mobile App
LN201112,BOR100825,2025-06-30,63000.0,9,0.236,Invoice Discounting,LO023,Branch
LN201113,BOR100826,2025-11-17,132000.0,12,0.187,Working Capital,LO006,Branch
LN201114,BOR100827,2025-09-30,56000.0,3,0.211,Working Capital,LO014,Mobile App
LN201115,BOR100828,2025-08-30,136000.0,3,0.212,Asset Finance,LO023,Mobile App
LN201116,BOR100829,2025-12-30,129000.0,9,0.181,Working Capital,LO012,Mobile App
LN201117,BOR100830,2025-01-31,71000.0,3,0.137,Invoice Discounting,LO004,Branch
LN201118,BOR100831,2025-07-16,209000.0,6,0.125,Asset Finance,LO024,Partner Referral
LN201119,BOR100832,2025-11-25,64000.0,3,0.212,Asset Finance,LO007,Partner Referral
LN201120,BOR100832,2026-06-17,39000.0,9,0.195,Asset Finance,LO005,Branch
LN201122,BOR100833,2026-06-20,95000.0,3,0.175,Working Capital,LO002,Partner Referral
LN201124,BOR100834,2025-09-17,82000.0,6,0.199,Working Capital,LO016,Partner Referral
LN201125,BOR100835,2025-07-22,258000.0,6,0.164,Working Capital,LO005,Branch
LN201126,BOR100836,2026-05-03,414000.0,6,0.132,Invoice Discounting,LO019,Mobile App
LN201127,BOR100837,2025-07-29,59000.0,3,0.187,Asset Finance,LO017,Branch
LN201128,BOR100838,2025-06-05,21000.0,3,0.131,Working Capital,LO022,Branch
LN201129,BOR100839,2025-10-25,34000.0,18,0.226,Working Capital,LO015,Mobile App
LN201130,BOR100840,2026-04-08,155000.0,18,0.225,Working Capital,LO021,Mobile App
LN201131,BOR100841,2025-10-18,226000.0,6,0.149,Working Capital,LO023,Partner Referral
LN201132,BOR100842,2026-06-17,136000.0,3,0.239,Working Capital,LO006,Partner Referral
LN201133,BOR100843,2026-06-03,301000.0,3,0.143,Working Capital,LO019,Mobile App
LN201134,BOR100844,2025-03-30,203000.0,3,0.214,Working Capital,LO014,Branch
LN201135,BOR100845,2025-05-28,250000.0,6,0.166,Asset Finance,LO010,Branch
LN201136,BOR100846,2025-04-19,192000.0,6,0.212,Asset Finance,LO005,Mobile App
LN201137,BOR100846,2025-09-11,92000.0,6,0.191,Working Capital,LO010,Branch
LN201138,BOR100847,2025-07-11,368000.0,18,0.183,Working Capital,LO017,Mobile App
LN201139,BOR100847,2026-06-08,388000.0,9,0.23,Asset Finance,LO024,Branch
LN201140,BOR100848,2026-07-03,149000.0,3,0.141,Invoice Discounting,LO023,Mobile App
LN201142,BOR100849,2025-03-07,221000.0,3,0.227,Working Capital,LO001,Partner Referral
